ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_DELITO,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,LEY,MUNICIPIO,HABITANTES,PREDOMINANCIA,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Casanare,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,NO,SI,Ley 906,PAZ DE ARIPORO,26117,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Casanare,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,OROCUÉ,8489,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Casanare,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,AGUAZUL,44381,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Casanare,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,TRINIDAD,16587,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CALDONO,34348,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,SANTANDER DE QUILICHAO,100681,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,CALDONO,34348,URBANO,Colombia,MASCULINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SUÁREZ,18310,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,INZÁ,32988,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cesar,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,VALLEDUPAR,503444,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,ATRATO,11337,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,ATRATO,11337,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,MEDIO SAN JUAN,18268,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,QUIBDO,116322,RURAL,Colombia,FEMENINO,2
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,QUIBDO,116322,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Córdoba,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,PUERTO LIBERTADOR,55622,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,MOSQUERA,93461,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,ZIPAQUIRÁ,132419,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,FACATATIVÁ,144149,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,SOACHA,567546,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,TENA,9638,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,SOACHA,567546,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Guaviare,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,INFANCIA 6 - 11,SI,SI,SI,Ley 906,EL RETORNO,24978,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,TELLO,14627,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,NEIVA,350457,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,FUNDACIÓN,57677,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,FUNDACIÓN,57677,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,SANTA MARTA,524031,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,FUNDACIÓN,57677,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CUMARAL,18619,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,JUICIO,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,SI,Ley 906,VILLAVICENCIO,538527,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,JUICIO,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,VILLAVICENCIO,538527,RURAL,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Nariño,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,TANGUA,8999,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Nariño,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,PASTO,465148,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,TERMINACIÓN ANTICIPADA,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,LA ESPERANZA,12609,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,ACTIVO,TERMINACIÓN ANTICIPADA,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,LA ESPERANZA,12609,URBANO,,MASCULINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CÚCUTA,680765,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CÚCUTA,680765,RURAL,Colombia,MASCULINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Putumayo,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,PUERTO GUZMÁN,24551,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,ARMENIA,3765,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,PEREIRA,481129,RURAL,Colombia,FEMENINO,2
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,MARSELLA,24342,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,PEREIRA,481129,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,CHIPATÁ,5042,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,GIRÓN,206005,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BARRANCABERMEJA,191144,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,RIONEGRO,130108,URBANO,Chile,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,GIRÓN,206005,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,GIRÓN,206005,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Sucre,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,SINCELEJO,294599,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,SI,Ley 906,IBAGUÉ,579803,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,ALVARADO,8732,URBANO,Colombia,FEMENINO,2
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CUNDAY,9278,URBANO,Colombia,MASCULINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,IBAGUÉ,579803,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,LÉRIDA,16624,RURAL,Colombia,MASCULINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,ESPINAL,75692,URBANO,Venezuela,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,LÍBANO,39459,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,RIOBLANCO,24039,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,CARMEN DE APICALÁ,9000,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,CARMEN DE APICALÁ,9000,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,IBAGUÉ,579803,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,PALMIRA,314418,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,NO,SI,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,2
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,5
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,FLORIDA,59207,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,OBANDO,15406,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,PALMIRA,314418,RURAL,Colombia,FEMENINO,2
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,CALI,2496346,RURAL,Colombia,FEMENINO,3
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,JAMUNDÍ,132540,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,PALMIRA,314418,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,PRADERA,58717,RURAL,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTO MAYOR DE 60,SI,SI,SI,Ley 906,CALI,2496346,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,CALI,2496346,RURAL,Colombia,FEMENINO,10
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,DAGUA,37006,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,PRIMERA INFANCIA 0 - 5,SI,SI,SI,Ley 906,CALI,2496346,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,CALI,2496346,RURAL,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,TRUJILLO,17798,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022,Magdalena,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,CIÉNAGA,105807,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,BOGOTÁ, D. C.,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Cundinamarca,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,FACATATIVÁ,144149,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Cundinamarca,ACTIVO,TERMINACIÓN ANTICIPADA,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,CAQUEZA,17492,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,GUADALAJARA DE BUGA,114053,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,Arauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,ARAUCA,94377,URBANO,,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,SI,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,BOGOTÁ, D. C.,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2019,2019,2019,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INVESTIGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,NO,SI,SI,Ley 906,GUARNE,52129,URBANO,,FEMENINO,1
2019,2019,2019,SI,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,NO,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,2
2019,2020,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,FEMINICIDIO,SIN DATO,NO,NO,SI,Ley 906,YUMBO,131593,URBANO,Colombia,FEMENINO,1
2019,2020,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,NO,NO,SI,Ley 906,GUARNE,52129,URBANO,Colombia,FEMENINO,1
2019,2020,2019,SI,SI,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,NO,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2020,2020,2012,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,MEDELLÍN,2569007,URBANO,,FEMENINO,1
2020,2020,2012,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2020,2020,2012,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,MEDELLÍN,2569007,URBANO,,MASCULINO,1
2020,2020,2012,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,MASCULINO,2
2020,2020,2020,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2020,2020,2020,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2020,2020,2020,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,,MASCULINO,1
2020,2020,2020,NO,NO,FEMINICIDIO ART. 104A C.P.,Caquetá,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,SAN VICENTE DEL CAGUÁN,74191,URBANO,Colombia,FEMENINO,1
2020,2020,2020,NO,NO,FEMINICIDIO ART. 104A C.P.,Casanare,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,YOPAL,155882,URBANO,Venezuela,FEMENINO,1
2020,2020,2020,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,BUENOS AIRES,35197,URBANO,,FEMENINO,1
2020,2020,2020,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,VALLEDUPAR,503444,URBANO,Colombia,FEMENINO,1
2020,2020,2020,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,VALLEDUPAR,503444,URBANO,Colombia,FEMENINO,1
