ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_DELITO,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,LEY,MUNICIPIO,HABITANTES,PREDOMINANCIA,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTO MAYOR DE 60,SI,SI,NO,Ley 906,CALI,2496346,URBANO,Colombia,MASCULINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,BUENAVENTURA,440995,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,CALI,2496346,URBANO,Colombia,MASCULINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,3
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,NO,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Vaupés,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,MITÚ,33079,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022,Atlántico,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,NO,NO,Ley 906,BARRANQUILLA,1239804,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G,Cauca,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,POPAYÁN,288636,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,QUERELLABLE,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,CARTAGENA,1057767,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,QUIBDO,116322,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,LEJANÍAS,9229,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Santander,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,FLORIDABLANCA,267936,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,IBAGUÉ,579803,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,ANORÍ,18166,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,SI,FEMINICIDIO ART. 104A C.P.,Archipiélago de San Andrés, Providencia y Santa Catalina,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SAN ANDRÉS,7986,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,SAN PABLO,37160,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,CANTAGALLO,10053,RURAL,Colombia,FEMENINO,1
2018,2018,2018,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,VILLAPINZÓN,21380,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,EL COLEGIO,22335,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,SI,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,GRANADA,9890,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,REPELÓN,27770,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,MANIZALES,402646,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Caquetá,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,FLORENCIA,187515,URBANO,Colombia,MASCULINO,1
2018,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,BAHÍA SOLANO,9450,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,SANTA MARTA,524031,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,INVESTIGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,SI,Ley 906,RIOBLANCO,24039,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,INVESTIGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,RIOBLANCO,24039,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 1098,CALI,2496346,URBANO,Colombia,MASCULINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Amazonas,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,TARAPACÁ,4398,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,SANTA BARBARA,21238,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Arauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,TAME,55028,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Atlántico,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,SOLEDAD,700970,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,MAGANGUÉ,123986,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,MANIZALES,402646,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Córdoba,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,PUERTO ESCONDIDO,33670,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,SOACHA,567546,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,LA MESA,33718,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,LA MESA,33718,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,NO,SI,Ley 906,SOACHA,567546,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,SOACHA,567546,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,RIVERA,19751,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Norte de Santander,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,SI,Ley 906,LOS PATIOS,81122,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Quindío,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,ARMENIA,3765,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Risaralda,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,SI,Ley 906,DOSQUEBRADAS,208646,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,ROVIRA,20164,URBANO,Colombia,MASCULINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,CANDELARIA,12589,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,CARTAGO,135621,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,EJECUCIÓN DE PENAS,FEMINICIDIO,PRE-ADOLESCENTE 12 - 13,SI,SI,SI,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,NO,SI,NO,Ley 906,SOLEDAD,700970,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,NO,NO,NO,Ley 906,CARTAGENA,1057767,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,NO,NO,NO,Ley 906,MARÍA LA BAJA,49774,URBANO,Colombia,MASCULINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,NO,NO,NO,Ley 906,EL CARMEN DE BOLÍVAR,79606,RURAL,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,NO,SI,NO,Ley 906,MARÍA LA BAJA,49774,RURAL,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,NO,Ley 906,CARTAGENA,1057767,RURAL,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,NO,Ley 906,ARCABUCO,5251,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,SI,NO,Ley 906,PLANETA RICA,69708,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,NO,NO,NO,Ley 906,VILLAVICENCIO,538527,RURAL,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Putumayo,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,NO,Ley 906,MOCOA,46616,RURAL,Colombia,FEMENINO,2
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Sucre,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,NO,NO,NO,Ley 906,COROZAL,64497,URBANO,Colombia,FEMENINO,1
2018,2018,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Tolima,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,NO,NO,NO,Ley 906,IBAGUÉ,579803,URBANO,Colombia,FEMENINO,1
2018,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,SI,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2018,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,NO,NO,NO,Ley 906,CALI,2496346,URBANO,Colombia,MASCULINO,2
2018,2020,2018,NO,NO,FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,NO,Ley 906,CALI,2496346,URBANO,Colombia,FEMENINO,1
2019,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,FEMENINO,1
2019,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2019,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,,FEMENINO,1
2019,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,MASCULINO,1
2019,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,AGUSTÍN CODAZZI,48805,URBANO,,FEMENINO,1
2019,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INVESTIGACIÓN,FEMINICIDIO,SIN DATO,SI,SI,SI,Ley 906,BARRANCA DE UPÍA,4342,URBANO,,FEMENINO,1
2019,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,YUMBO,131593,URBANO,Colombia,FEMENINO,1
2019,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,NO,Ley 906,FUSAGASUGÁ,147631,URBANO,Colombia,FEMENINO,1
2019,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,NO,NO,NO,Ley 906,YUMBO,131593,URBANO,Colombia,MASCULINO,1
2019,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,NO,NO,NO,Ley 906,YUMBO,131593,URBANO,Colombia,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADOLESCENTE 14 - 17,SI,SI,NO,Ley 906,MEDELLÍN,2569007,URBANO,,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,MEDELLÍN,2569007,RURAL,Colombia,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,BELLO,500098,URBANO,,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,BELLO,500098,URBANO,Colombia,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,SABANETA,55230,URBANO,,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,BELLO,500098,URBANO,,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,MEDELLÍN,2569007,URBANO,Colombia,MASCULINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,ITAGUI,282815,URBANO,,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,ITAGUI,282815,URBANO,Colombia,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,ALEJANDRÍA,3278,URBANO,Colombia,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,SI,Ley 906,APARTADÓ,206885,URBANO,,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,ITAGUI,282815,URBANO,Colombia,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,TURBO,181377,URBANO,,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,FEMINICIDIO,SIN DATO,SI,NO,NO,Ley 906,ITAGUI,282815,URBANO,,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,BARRANQUILLA,1239804,URBANO,Colombia,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,BARRANQUILLA,1239804,URBANO,,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,,FEMENINO,3
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,5
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,,FEMENINO,2
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTEZ 29 - 59,SI,SI,NO,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Colombia,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTO MAYOR DE 60,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTO MAYOR DE 60,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,,MASCULINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTO MAYOR DE 60,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,Colombia,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,ADULTO MAYOR DE 60,SI,NO,SI,Ley 906,BOGOTÁ, D.C.,8380801,URBANO,,FEMENINO,1
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,,FEMENINO,2
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,NO,NO,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,Colombia,FEMENINO,6
2019,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,BOGOTÁ, D. C.,ACTIVO,INDAGACIÓN,FEMINICIDIO,JUVENTUD 18 - 28,SI,SI,NO,Ley 906,BOGOTÁ, D.C.,8380801,RURAL,,FEMENINO,1
